elapsed_s,beacon_letter,rssi,accuracy_m,proximity,pos_x,pos_y,nearest_letter,distance_to_nearest,confidence,motion_state,accel_magnitude,filtered_pos_x,filtered_pos_y
22.51,E,-80,14.29,Far,8.73,19.28,K,1.46,weak,trotting,0.2114,8.73,19.28
22.51,F,-91,5.56,Far,8.73,19.28,K,1.46,weak,trotting,0.2114,8.73,19.28
22.51,H,-91,6.65,Far,8.73,19.28,K,1.46,weak,trotting,0.2114,8.73,19.28
22.51,K,-81,1.54,Near,8.73,19.28,K,1.46,weak,trotting,0.2114,8.73,19.28
22.51,M,-94,12.29,Far,8.73,19.28,K,1.46,weak,trotting,0.2114,8.73,19.28
23.51,A,-79,8.27,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,B,-81,21.63,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,C,-77,11.45,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,E,-80,14.33,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,F,-92,5.93,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,H,-91,6.55,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,K,-82,1.81,Near,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
23.51,M,-95,12.17,Far,8.73,19.44,K,1.39,weak,trotting,0.3135,8.73,19.44
24.51,A,-79,8.86,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,B,-80,20.49,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,C,-76,10.87,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,E,-80,14.70,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,F,-92,6.06,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,H,-93,7.16,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,K,-84,2.15,Near,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
24.51,M,-95,11.86,Far,9.01,19.93,K,0.99,weak,trotting,0.3333,9.01,19.93
25.51,A,-80,9.51,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,B,-80,19.21,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,C,-76,10.19,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,E,-80,14.49,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,F,-93,6.47,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,H,-94,7.65,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,K,-86,2.59,Near,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
25.51,M,-95,11.61,Far,9.24,20.57,K,0.95,weak,trotting,0.2973,9.24,20.57
26.51,A,-80,10.12,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,B,-79,18.45,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,C,-75,9.43,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,E,-78,13.28,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,F,-94,6.85,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,H,-94,7.79,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,K,-86,2.63,Near,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
26.51,M,-94,10.97,Far,9.27,21.19,K,1.40,weak,trotting,0.4342,9.27,21.19
27.51,A,-82,11.09,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,B,-79,17.79,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,C,-75,9.02,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,E,-78,12.84,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,F,-94,7.10,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,H,-94,7.64,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,K,-86,2.81,Near,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
27.51,M,-94,10.66,Far,9.27,21.87,K,2.01,weak,trotting,0.3384,9.27,21.87
28.51,A,-82,11.85,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,B,-79,16.95,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,C,-74,8.31,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,E,-77,11.73,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,F,-93,7.19,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,H,-93,7.65,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,K,-88,3.30,Near,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
28.51,M,-94,10.20,Far,9.25,22.60,E,2.71,weak,trotting,0.0776,9.25,22.60
29.51,A,-82,12.58,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,B,-79,16.50,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,C,-73,7.57,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,E,-76,11.11,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,F,-92,6.64,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,H,-94,8.12,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,K,-89,3.73,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
29.51,M,-94,9.83,Far,9.22,22.98,E,3.08,weak,walking,0.0360,9.22,22.98
30.51,A,-83,13.50,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,B,-79,16.31,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,C,-73,7.17,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,E,-76,10.98,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,F,-91,6.39,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,H,-66,-1.00,Unknown,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,K,-88,3.36,Near,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
30.51,M,-92,8.66,Far,9.22,22.99,E,3.09,weak,stationary,0.0090,9.22,22.99
31.51,A,-84,14.50,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,B,-80,16.35,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,C,-73,6.99,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,E,-76,10.68,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,F,-91,6.33,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,H,-72,6.90,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,K,-88,3.40,Near,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
31.51,M,-91,7.83,Far,9.21,23.00,E,3.10,weak,stationary,0.0099,9.21,23.00
32.51,A,-85,15.48,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,B,-80,16.17,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,C,-72,6.54,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,E,-76,10.43,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,F,-91,6.28,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,H,-51,-1.00,Unknown,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,K,-89,3.80,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
32.51,M,-90,7.01,Far,9.20,23.01,E,3.09,weak,stationary,0.0096,9.20,23.01
33.51,A,-85,16.44,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,B,-80,16.22,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,C,-72,6.32,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,E,-77,10.53,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,F,-91,6.35,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,H,-35,-1.00,Unknown,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,K,-88,3.65,Near,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
33.51,M,-90,6.40,Far,9.19,23.03,H,3.08,weak,stationary,0.0035,9.19,23.03
34.51,A,-85,17.22,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,B,-80,16.26,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,C,-72,6.28,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,E,-77,10.46,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,F,-91,6.30,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,H,-53,7.21,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,K,-87,3.20,Near,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
34.51,M,-90,6.22,Far,9.18,23.04,H,3.07,weak,stationary,0.0387,9.18,23.04
35.51,A,-84,17.60,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,B,-79,15.34,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,C,-73,6.23,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,E,-77,10.41,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,F,-92,6.37,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,H,-65,7.61,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,K,-88,3.48,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
35.51,M,-89,5.79,Far,9.17,23.05,H,3.06,weak,stationary,0.0187,9.17,23.05
36.51,A,-84,17.74,Far,9.16,23.06,H,3.06,weak,stationary,0.0047,9.16,23.06
36.51,B,-79,14.59,Far,9.16,23.06,H,3.06,weak,stationary,0.0047,9.16,23.06
36.51,C,-73,6.42,Far,9.16,23.06,H,3.06,weak,stationary,0.0047,9.16,23.06
36.51,E,-78,10.65,Far,9.16,23.06,H,3.06,weak,stationary,0.0047,9.16,23.06
36.51,F,-92,6.65,Far,9.16,23.06,H,3.06,weak,stationary,0.0047,9.16,23.06
