elapsed_s,beacon_letter,rssi,accuracy_m,proximity,pos_x,pos_y,nearest_letter,distance_to_nearest,confidence,motion_state,accel_magnitude,filtered_pos_x,filtered_pos_y
132.51,H,-92,5.88,Far,6.44,18.04,E,4.06,weak,trotting,0.0671,6.44,18.04
132.51,K,-91,5.43,Far,6.44,18.04,E,4.06,weak,trotting,0.0671,6.44,18.04
132.51,M,-94,8.85,Far,6.44,18.04,E,4.06,weak,trotting,0.0671,6.44,18.04
133.51,A,-80,13.67,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,B,-80,12.22,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,C,-81,14.90,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,E,-66,2.14,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,F,-80,8.77,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,H,-91,5.63,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,K,-91,5.71,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
133.51,M,-93,8.68,Far,6.47,18.23,E,3.95,weak,walking,0.0206,6.47,18.23
134.51,A,-79,12.62,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,B,-80,12.76,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,C,-82,15.42,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,E,-67,2.45,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,F,-84,8.78,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,H,-91,5.68,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,K,-91,5.63,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
134.51,M,-94,8.69,Far,6.46,18.24,E,3.95,weak,stationary,0.0009,6.46,18.24
135.51,A,-78,12.04,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,B,-81,13.12,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,C,-82,15.54,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,E,-69,2.87,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,F,-87,8.60,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,H,-91,5.84,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,K,-91,5.57,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
135.51,M,-93,8.55,Far,6.54,18.29,E,3.87,weak,walking,0.2116,6.54,18.29
136.51,A,-79,12.29,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,B,-81,13.45,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,C,-81,15.65,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,E,-71,3.42,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,F,-89,8.27,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,H,-92,6.27,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,K,-91,5.64,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
136.51,M,-93,8.43,Far,6.75,18.50,E,3.58,weak,walking,0.2467,6.75,18.50
137.51,A,-79,12.35,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,B,-80,13.38,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,C,-81,15.32,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,E,-72,3.90,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,F,-90,8.19,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,H,-94,6.75,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,K,-92,6.07,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
137.51,M,-93,8.17,Far,7.07,18.64,E,3.23,weak,walking,0.0531,7.07,18.64
138.51,A,-78,12.04,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,B,-80,13.33,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,C,-81,15.25,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,E,-73,4.36,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,F,-91,8.41,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,H,-93,6.76,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,K,-91,5.78,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
138.51,M,-92,7.78,Far,7.38,18.65,E,2.94,weak,walking,0.0547,7.38,18.65
139.51,A,-78,11.77,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,B,-80,13.28,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,C,-81,15.38,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,E,-75,5.03,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,F,-92,8.31,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,H,-94,7.12,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,K,-90,5.27,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
139.51,M,-93,7.78,Far,7.75,18.58,E,2.66,weak,walking,0.4782,7.75,18.58
140.51,A,-78,11.54,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,B,-80,13.59,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,C,-81,15.69,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,E,-77,5.85,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,F,-92,7.89,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,H,-94,7.33,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,K,-89,5.03,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
140.51,M,-93,7.90,Far,8.44,18.40,E,2.23,weak,trotting,0.6555,8.44,18.40
141.51,A,-78,11.52,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,B,-81,14.16,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,C,-82,16.42,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,E,-78,6.69,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,F,-92,7.72,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,H,-66,-1.00,Unknown,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,K,-87,3.96,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
141.51,M,-94,8.44,Far,7.25,20.60,E,2.82,weak,trotting,0.2618,7.25,20.60
142.51,A,-77,11.33,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,B,-82,15.07,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,C,-83,17.13,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,E,-79,7.46,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,F,-92,7.85,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,H,-75,7.74,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,K,-85,3.20,Near,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
142.51,M,-93,7.99,Far,7.02,20.49,E,3.02,weak,trotting,0.0649,7.02,20.49
143.51,A,-77,10.97,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,B,-83,15.72,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,C,-83,17.67,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,E,-80,8.20,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,F,-93,7.84,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,H,-81,8.25,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,K,-84,2.73,Near,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
143.51,M,-93,7.65,Far,7.33,19.34,H,2.75,weak,trotting,0.8061,7.33,19.34
144.51,A,-77,10.66,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,B,-83,16.34,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,C,-84,18.48,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,E,-80,8.90,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,F,-93,7.96,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,H,-85,8.51,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,K,-82,2.03,Near,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
144.51,M,-92,7.20,Far,7.62,18.01,H,3.10,weak,trotting,0.4833,7.62,18.01
145.51,A,-77,10.58,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,B,-84,17.08,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,C,-85,19.40,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,E,-81,9.76,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,F,-93,8.06,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,H,-87,7.96,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,K,-79,1.16,Near,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
145.51,M,-92,7.00,Far,7.59,16.65,H,3.59,weak,trotting,0.2410,7.59,16.65
146.51,A,-76,10.14,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,B,-84,17.79,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,C,-85,19.80,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,E,-81,10.48,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,F,-93,7.70,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,H,-89,7.93,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,K,-78,1.15,Near,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
146.51,M,-92,6.98,Far,7.58,15.49,K,2.84,weak,trotting,0.7588,7.58,15.49
147.51,A,-76,9.59,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,B,-86,19.15,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,C,-84,19.72,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,E,-81,10.91,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,F,-92,7.41,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,H,-90,8.05,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,K,-80,1.40,Near,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
147.51,M,-92,6.95,Far,7.68,15.10,K,2.57,weak,trotting,0.6741,7.68,15.10
148.51,A,-75,8.94,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,B,-88,20.55,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,C,-83,19.38,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,E,-81,11.44,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,F,-92,7.45,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,H,-90,7.47,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,K,-82,1.71,Near,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
148.51,M,-91,6.65,Far,7.85,15.00,K,2.37,weak,trotting,0.3268,7.85,15.00
149.51,A,-74,8.03,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,B,-88,21.85,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,C,-83,19.57,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,E,-81,12.06,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,F,-93,7.61,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,H,-90,6.86,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,K,-83,1.97,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
149.51,M,-91,6.26,Far,8.01,14.75,K,2.12,weak,trotting,0.5892,8.01,14.75
150.51,A,-73,7.16,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,B,-88,22.86,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,C,-83,19.74,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,E,-81,12.34,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,F,-93,7.49,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,H,-89,6.23,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,K,-86,2.44,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
150.51,M,-90,6.09,Far,8.29,14.59,K,1.81,weak,trotting,0.1372,8.29,14.59
151.51,A,-72,6.51,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,B,-88,23.47,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,C,-83,20.10,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,E,-79,10.92,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,F,-92,7.07,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,H,-89,5.62,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,K,-88,2.92,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
151.51,M,-91,6.19,Far,8.36,14.29,K,1.66,weak,trotting,0.6953,8.36,14.29
152.51,A,-72,6.31,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,B,-88,24.42,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,C,-84,20.44,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,E,-77,9.93,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,F,-91,6.58,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,H,-90,5.87,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,K,-87,2.88,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
152.51,M,-92,6.38,Far,8.18,13.95,K,1.82,weak,trotting,0.6235,8.18,13.95
153.51,A,-71,5.86,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,B,-61,-1.00,Unknown,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,C,-83,20.53,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,E,-76,9.40,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,F,-90,6.05,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,H,-91,5.99,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,K,-86,2.86,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
153.51,M,-92,6.56,Far,10.44,15.02,K,1.11,weak,trotting,0.4388,10.44,15.02
154.51,A,-70,5.21,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,B,-70,27.39,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,C,-82,19.81,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,E,-75,8.98,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,F,-89,5.65,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,H,-90,5.73,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,K,-86,2.84,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
154.51,M,-92,6.59,Far,10.93,15.02,K,1.38,weak,cantering,0.3164,10.93,15.02
155.51,A,-68,3.94,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,B,-76,28.74,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,C,-82,19.73,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,E,-75,8.80,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,F,-90,5.59,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,H,-90,5.66,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,K,-87,3.17,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
155.51,M,-93,6.95,Far,11.09,13.27,E,1.31,weak,cantering,0.7454,11.09,13.27
156.51,A,-66,3.09,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,B,-80,29.48,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,C,-82,19.14,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,E,-75,8.65,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,F,-89,5.00,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,H,-91,5.81,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,K,-89,3.64,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
156.51,M,-93,7.18,Far,9.87,11.64,E,2.37,weak,cantering,0.7959,9.87,11.64
157.51,A,-67,3.10,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,B,-81,29.33,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,C,-81,18.02,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,E,-75,8.67,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,F,-89,5.13,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,H,-92,6.14,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,K,-62,-1.00,Unknown,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
157.51,M,-93,6.97,Far,6.42,9.95,E,5.33,weak,cantering,1.2071,6.42,9.95
158.51,A,-69,3.42,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,B,-83,29.20,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,C,-80,17.65,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,E,-76,8.69,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,F,-91,5.50,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,H,-92,6.24,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,K,-70,3.63,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
158.51,M,-94,7.56,Far,5.69,10.61,E,5.48,weak,cantering,0.4076,5.69,10.61
159.51,A,-71,3.88,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,B,-83,29.09,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,C,-81,17.95,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,E,-76,8.84,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,F,-90,5.07,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,H,-92,6.32,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,K,-74,3.34,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
159.51,M,-95,8.05,Far,4.83,12.02,K,5.22,weak,cantering,1.5922,4.83,12.02
160.51,A,-72,4.24,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,B,-83,28.30,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,C,-82,18.23,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,E,-77,9.10,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,F,-89,4.75,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,H,-93,6.87,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,K,-77,3.06,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
160.51,M,-95,8.40,Far,4.90,14.08,K,4.90,weak,cantering,0.3252,4.90,14.08
161.51,A,-72,4.49,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,B,-83,27.95,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,C,-82,18.67,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,E,-77,9.46,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,F,-85,2.55,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,H,-93,6.72,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,K,-80,3.08,Near,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
161.51,M,-95,8.45,Far,6.74,15.81,K,3.72,weak,cantering,3.0497,6.74,15.81
162.51,A,-73,4.79,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,B,-85,28.67,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,C,-83,19.26,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,E,-78,9.67,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,F,-83,2.24,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,H,-93,6.97,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,K,-83,3.33,Near,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
162.51,M,-95,8.64,Far,9.08,15.49,K,1.75,weak,cantering,0.3388,9.08,15.49
163.51,A,-74,5.23,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,B,-84,27.94,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,C,-84,19.82,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,E,-78,10.00,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,F,-85,2.55,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,H,-93,6.94,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,K,-84,3.39,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
163.51,M,-95,8.80,Far,9.82,14.48,K,0.51,weak,cantering,0.1447,9.82,14.48
164.51,A,-74,5.45,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,B,-83,25.62,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,C,-82,18.55,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,E,-78,10.15,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,F,-88,3.05,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,H,-92,6.47,Far,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,K,-84,3.02,Near,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
164.51,M,-66,-1.00,Unknown,12.05,19.61,K,2.09,weak,cantering,0.0515,12.05,19.61
165.51,A,-74,5.75,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,B,-80,21.08,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,C,-81,17.54,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,E,-78,10.29,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,F,-91,3.68,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,H,-91,6.11,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,K,-83,2.78,Near,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
165.51,M,-75,8.80,Far,11.40,20.10,K,1.40,weak,cantering,0.5042,11.40,20.10
166.51,A,-74,6.01,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,B,-78,17.56,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,C,-80,16.70,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,E,-78,10.56,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,F,-91,4.07,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,H,-90,5.83,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,K,-84,2.86,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
166.51,M,-81,8.99,Far,12.91,19.33,K,2.99,weak,cantering,0.0813,12.91,19.33
167.51,A,-75,6.24,Far,14.97,24.51,K,5.19,weak,cantering,0.2815,14.97,24.51
167.51,B,-79,17.67,Far,14.97,24.51,K,5.19,weak,cantering,0.2815,14.97,24.51
167.51,C,-79,16.00,Far,14.97,24.51,K,5.19,weak,cantering,0.2815,14.97,24.51
