elapsed_s,beacon_letter,rssi,accuracy_m,proximity,pos_x,pos_y,nearest_letter,distance_to_nearest,confidence,motion_state,accel_magnitude,filtered_pos_x,filtered_pos_y
158.31,A,-77,9.20,Far,12.94,45.12,I,4.29,weak,trotting,0.6347,12.94,45.12
158.31,B,-71,24.50,Far,12.94,45.12,I,4.29,weak,trotting,0.6347,12.94,45.12
158.31,C,-80,16.70,Far,12.94,45.12,I,4.29,weak,trotting,0.6347,12.94,45.12
159.31,A,-80,9.70,Far,12.25,42.72,I,2.36,weak,trotting,0.1191,12.25,42.72
159.31,B,-65,14.18,Far,12.25,42.72,I,2.36,weak,trotting,0.1191,12.25,42.72
159.31,C,-88,17.65,Far,12.25,42.72,I,2.36,weak,trotting,0.1191,12.25,42.72
160.31,A,-81,10.28,Far,10.80,44.76,I,2.87,weak,trotting,0.0983,10.80,44.76
160.31,B,-59,7.08,Near,10.80,44.76,I,2.87,weak,trotting,0.0983,10.80,44.76
160.31,C,-86,18.39,Far,10.80,44.76,I,2.87,weak,trotting,0.0983,10.80,44.76
161.31,A,-79,10.56,Far,12.09,46.90,I,5.33,weak,trotting,0.1229,12.09,46.90
161.31,B,-61,5.02,Near,12.09,46.90,I,5.33,weak,trotting,0.1229,12.09,46.90
161.31,C,-81,18.22,Far,12.09,46.90,I,5.33,weak,trotting,0.1229,12.09,46.90
162.31,A,-82,11.20,Far,13.39,49.04,G,6.01,weak,trotting,0.7466,13.39,49.04
162.31,B,-67,4.60,Near,13.39,49.04,G,6.01,weak,trotting,0.7466,13.39,49.04
162.31,C,-76,16.59,Far,13.39,49.04,G,6.01,weak,trotting,0.7466,13.39,49.04
163.31,A,-85,12.12,Far,11.45,50.63,G,3.67,weak,trotting,0.7032,11.45,50.63
163.31,B,-80,5.06,Far,11.45,50.63,G,3.67,weak,trotting,0.7032,11.45,50.63
163.31,C,-82,16.78,Far,11.45,50.63,G,3.67,weak,trotting,0.7032,11.45,50.63
164.31,A,-84,12.92,Far,9.52,52.20,G,1.86,weak,trotting,0.4710,9.52,52.20
164.31,B,-80,5.57,Far,9.52,52.20,G,1.86,weak,trotting,0.4710,9.52,52.20
164.31,C,-78,16.06,Far,9.52,52.20,G,1.86,weak,trotting,0.4710,9.52,52.20
165.31,A,-82,13.44,Far,7.59,53.79,G,2.42,weak,trotting,0.1589,7.59,53.79
165.31,B,-75,5.81,Far,7.59,53.79,G,2.42,weak,trotting,0.1589,7.59,53.79
165.31,C,-78,15.46,Far,7.59,53.79,G,2.42,weak,trotting,0.1589,7.59,53.79
166.31,A,-78,13.16,Far,5.65,55.37,G,4.56,weak,trotting,0.6393,5.65,55.37
166.31,B,-89,6.70,Far,5.65,55.37,G,4.56,weak,trotting,0.6393,5.65,55.37
166.31,C,-77,14.69,Far,5.65,55.37,G,4.56,weak,trotting,0.6393,5.65,55.37
167.31,A,-80,13.32,Far,8.04,56.14,G,2.91,weak,trotting,0.2856,8.04,56.14
167.31,B,-91,7.73,Far,8.04,56.14,G,2.91,weak,trotting,0.2856,8.04,56.14
167.31,C,-79,14.50,Far,8.04,56.14,G,2.91,weak,trotting,0.2856,8.04,56.14
168.31,A,-85,14.16,Far,8.22,53.65,G,1.81,weak,trotting,0.5650,8.22,53.65
168.31,B,0,-1.00,Unknown,8.22,53.65,G,1.81,weak,trotting,0.5650,8.22,53.65
168.31,C,-77,13.88,Far,8.22,53.65,G,1.81,weak,trotting,0.5650,8.22,53.65
169.31,A,-80,14.22,Far,8.76,51.21,G,3.05,weak,trotting,0.7019,8.76,51.21
169.31,B,-92,10.14,Far,8.76,51.21,G,3.05,weak,trotting,0.7019,8.76,51.21
169.31,C,-78,13.58,Far,8.76,51.21,G,3.05,weak,trotting,0.7019,8.76,51.21
170.31,A,-78,13.83,Far,9.30,48.77,G,5.28,weak,trotting,0.3931,9.30,48.77
170.31,B,-93,11.52,Far,9.30,48.77,G,5.28,weak,trotting,0.3931,9.30,48.77
170.31,C,-77,13.10,Far,9.30,48.77,G,5.28,weak,trotting,0.3931,9.30,48.77
171.31,A,-79,13.72,Far,9.39,46.26,I,4.30,weak,trotting,1.3691,9.39,46.26
171.31,B,0,-1.00,Unknown,9.39,46.26,I,4.30,weak,trotting,1.3691,9.39,46.26
171.31,C,-76,12.48,Far,9.39,46.26,I,4.30,weak,trotting,1.3691,9.39,46.26
172.31,A,-87,14.72,Far,9.49,43.76,I,1.84,weak,trotting,0.3450,9.49,43.76
172.31,B,0,-1.00,Unknown,9.49,43.76,I,1.84,weak,trotting,0.3450,9.49,43.76
172.31,C,-74,11.48,Far,9.49,43.76,I,1.84,weak,trotting,0.3450,9.49,43.76
173.31,A,-82,15.08,Far,9.59,41.27,I,0.84,weak,trotting,0.6281,9.59,41.27
173.31,B,0,-1.00,Unknown,9.59,41.27,I,0.84,weak,trotting,0.6281,9.59,41.27
173.31,C,-73,10.45,Far,9.59,41.27,I,0.84,weak,trotting,0.6281,9.59,41.27
174.31,A,-85,15.86,Far,9.69,38.77,I,3.24,weak,trotting,0.5951,9.69,38.77
174.31,B,0,-1.00,Unknown,9.69,38.77,I,3.24,weak,trotting,0.5951,9.69,38.77
174.31,C,-71,9.18,Far,9.69,38.77,I,3.24,weak,trotting,0.5951,9.69,38.77
175.31,A,-81,15.94,Far,9.80,36.28,I,5.73,weak,trotting,0.6960,9.80,36.28
175.31,B,0,-1.00,Unknown,9.80,36.28,I,5.73,weak,trotting,0.6960,9.80,36.28
175.31,C,-71,8.26,Far,9.80,36.28,I,5.73,weak,trotting,0.6960,9.80,36.28
176.31,A,-82,16.21,Far,9.90,33.98,X,3.99,weak,trotting,0.4538,9.90,33.98
176.31,B,0,-1.00,Unknown,9.90,33.98,X,3.99,weak,trotting,0.4538,9.90,33.98
176.31,C,-72,7.74,Far,9.90,33.98,X,3.99,weak,trotting,0.4538,9.90,33.98
177.31,A,-83,16.64,Far,9.95,32.91,X,2.91,weak,trotting,0.5090,9.95,32.91
177.31,B,0,-1.00,Unknown,9.95,32.91,X,2.91,weak,trotting,0.5090,9.95,32.91
177.31,C,-73,7.47,Far,9.95,32.91,X,2.91,weak,trotting,0.5090,9.95,32.91
178.31,A,-78,15.88,Far,9.97,32.27,X,2.27,weak,trotting,0.6685,9.97,32.27
178.31,B,0,-1.00,Unknown,9.97,32.27,X,2.27,weak,trotting,0.6685,9.97,32.27
178.31,C,-75,7.50,Far,9.97,32.27,X,2.27,weak,trotting,0.6685,9.97,32.27
179.31,A,-75,14.35,Far,10.83,34.63,X,4.71,weak,trotting,0.1539,10.83,34.63
179.31,B,-89,25.76,Far,10.83,34.63,X,4.71,weak,trotting,0.1539,10.83,34.63
179.31,C,-74,7.40,Far,10.83,34.63,X,4.71,weak,trotting,0.1539,10.83,34.63
180.31,A,-77,13.74,Far,11.68,36.98,I,5.30,weak,trotting,0.8446,11.68,36.98
180.31,B,-89,26.89,Far,11.68,36.98,I,5.30,weak,trotting,0.8446,11.68,36.98
180.31,C,-76,7.56,Far,11.68,36.98,I,5.30,weak,trotting,0.8446,11.68,36.98
181.31,A,-78,13.45,Far,12.52,39.32,I,3.68,weak,trotting,0.7673,12.52,39.32
181.31,B,-88,27.76,Far,12.52,39.32,I,3.68,weak,trotting,0.7673,12.52,39.32
181.31,C,-75,7.59,Far,12.52,39.32,I,3.68,weak,trotting,0.7673,12.52,39.32
182.31,A,-79,13.39,Far,13.37,41.67,I,3.39,weak,trotting,0.3551,13.37,41.67
182.31,B,-88,28.58,Far,13.37,41.67,I,3.39,weak,trotting,0.3551,13.37,41.67
182.31,C,-75,7.61,Far,13.37,41.67,I,3.39,weak,trotting,0.3551,13.37,41.67
183.31,A,-80,13.52,Far,11.90,43.69,I,2.55,weak,trotting,0.4013,11.90,43.69
183.31,B,-88,29.35,Far,11.90,43.69,I,2.55,weak,trotting,0.4013,11.90,43.69
183.31,C,-73,7.34,Far,11.90,43.69,I,2.55,weak,trotting,0.4013,11.90,43.69
184.31,A,-82,13.94,Far,13.01,45.93,I,4.96,weak,trotting,0.6841,13.01,45.93
184.31,B,-89,30.29,Far,13.01,45.93,I,4.96,weak,trotting,0.6841,13.01,45.93
184.31,C,-71,6.79,Far,13.01,45.93,I,4.96,weak,trotting,0.6841,13.01,45.93
185.31,A,-80,14.01,Far,14.13,48.17,G,7.14,weak,trotting,0.4211,14.13,48.17
185.31,B,-88,30.96,Far,14.13,48.17,G,7.14,weak,trotting,0.4211,14.13,48.17
185.31,C,-66,5.42,Far,14.13,48.17,G,7.14,weak,trotting,0.4211,14.13,48.17
186.31,A,-80,14.08,Far,15.24,50.41,M,5.97,weak,trotting,0.0393,15.24,50.41
186.31,B,-86,31.01,Far,15.24,50.41,M,5.97,weak,trotting,0.0393,15.24,50.41
186.31,C,-57,2.87,Far,15.24,50.41,M,5.97,weak,trotting,0.0393,15.24,50.41
187.31,A,-82,14.47,Far,14.56,48.00,I,7.53,weak,trotting,0.0331,14.56,48.00
187.31,B,0,-1.00,Unknown,14.56,48.00,I,7.53,weak,trotting,0.0331,14.56,48.00
187.31,C,-47,0.92,Near,14.56,48.00,I,7.53,weak,trotting,0.0331,14.56,48.00
188.31,A,-84,15.12,Far,14.40,47.42,I,6.98,weak,walking,0.0167,14.40,47.42
188.31,B,0,-1.00,Unknown,14.40,47.42,I,6.98,weak,walking,0.0167,14.40,47.42
188.31,C,-45,0.42,Immediate,14.40,47.42,I,6.98,weak,walking,0.0167,14.40,47.42
189.31,A,-83,15.61,Far,14.39,47.40,I,6.96,weak,stationary,0.0026,14.39,47.40
189.31,B,0,-1.00,Unknown,14.39,47.40,I,6.96,weak,stationary,0.0026,14.39,47.40
189.31,C,-46,0.28,Immediate,14.39,47.40,I,6.96,weak,stationary,0.0026,14.39,47.40
189.49,,,,,0.00,0.00,X,inf,none,stationary,0.0041,0.00,0.00
