elapsed_s,beacon_letter,rssi,accuracy_m,proximity,pos_x,pos_y,nearest_letter,distance_to_nearest,confidence,motion_state,accel_magnitude,filtered_pos_x,filtered_pos_y
85.31,C,-80,12.99,Far,15.23,26.08,B,6.17,weak,walking,0.0782,15.23,26.08
85.31,E,-74,4.43,Far,15.23,26.08,B,6.17,weak,walking,0.0782,15.23,26.08
86.30,A,-79,14.11,Far,15.34,25.50,B,6.48,weak,walking,0.0275,15.34,25.50
86.30,B,-84,28.35,Far,15.34,25.50,B,6.48,weak,walking,0.0275,15.34,25.50
86.30,C,-74,11.78,Far,15.34,25.50,B,6.48,weak,walking,0.0275,15.34,25.50
86.30,E,-70,4.36,Far,15.34,25.50,B,6.48,weak,walking,0.0275,15.34,25.50
87.31,A,-78,13.77,Far,15.79,23.03,P,6.56,weak,trotting,0.7033,15.79,23.03
87.31,B,-85,28.31,Far,15.79,23.03,P,6.56,weak,trotting,0.7033,15.79,23.03
87.31,C,-77,11.55,Far,15.79,23.03,P,6.56,weak,trotting,0.7033,15.79,23.03
87.31,E,-64,3.48,Far,15.79,23.03,P,6.56,weak,trotting,0.7033,15.79,23.03
88.31,A,-79,13.67,Far,16.24,20.57,P,4.56,weak,trotting,0.2295,16.24,20.57
88.31,B,-80,26.55,Far,16.24,20.57,P,4.56,weak,trotting,0.2295,16.24,20.57
88.31,C,-78,11.53,Far,16.24,20.57,P,4.56,weak,trotting,0.2295,16.24,20.57
88.31,E,-63,2.87,Far,16.24,20.57,P,4.56,weak,trotting,0.2295,16.24,20.57
89.31,A,-81,13.94,Far,16.69,18.11,P,3.31,weak,trotting,0.3834,16.69,18.11
89.31,B,-77,23.71,Far,16.69,18.11,P,3.31,weak,trotting,0.3834,16.69,18.11
89.31,C,-78,11.51,Far,16.69,18.11,P,3.31,weak,trotting,0.3834,16.69,18.11
89.31,E,-69,2.99,Far,16.69,18.11,P,3.31,weak,trotting,0.3834,16.69,18.11
90.31,A,-79,13.82,Far,17.14,15.65,P,3.70,weak,trotting,0.6116,17.14,15.65
90.31,B,-80,22.68,Far,17.14,15.65,P,3.70,weak,trotting,0.6116,17.14,15.65
90.31,C,-78,11.49,Far,17.14,15.65,P,3.70,weak,trotting,0.6116,17.14,15.65
90.31,E,-66,2.86,Far,17.14,15.65,P,3.70,weak,trotting,0.6116,17.14,15.65
91.31,A,-77,13.29,Far,15.30,13.97,P,6.19,weak,trotting,0.6432,15.30,13.97
91.31,B,-81,22.08,Far,15.30,13.97,P,6.19,weak,trotting,0.6432,15.30,13.97
91.31,C,-80,11.79,Far,15.30,13.97,P,6.19,weak,trotting,0.6432,15.30,13.97
91.31,E,-69,2.99,Far,15.30,13.97,P,6.19,weak,trotting,0.6432,15.30,13.97
92.31,A,-79,13.25,Far,13.44,12.28,L,6.68,weak,trotting,0.2957,13.44,12.28
92.31,B,-84,22.25,Far,13.44,12.28,L,6.68,weak,trotting,0.2957,13.44,12.28
92.31,C,-82,12.32,Far,13.44,12.28,L,6.68,weak,trotting,0.2957,13.44,12.28
92.31,E,-73,3.35,Far,13.44,12.28,L,6.68,weak,trotting,0.2957,13.44,12.28
93.31,A,-84,13.93,Far,11.60,10.59,D,4.86,weak,trotting,0.3537,11.60,10.59
93.31,B,-87,22.93,Far,11.60,10.59,D,4.86,weak,trotting,0.3537,11.60,10.59
93.31,C,-78,12.20,Far,11.60,10.59,D,4.86,weak,trotting,0.3537,11.60,10.59
93.31,E,-71,3.56,Far,11.60,10.59,D,4.86,weak,trotting,0.3537,11.60,10.59
94.31,A,-84,14.60,Far,13.15,8.63,D,4.11,weak,trotting,0.8722,13.15,8.63
94.31,B,-83,22.82,Far,13.15,8.63,D,4.11,weak,trotting,0.8722,13.15,8.63
94.31,C,-79,12.28,Far,13.15,8.63,D,4.11,weak,trotting,0.8722,13.15,8.63
94.31,E,-71,3.74,Far,13.15,8.63,D,4.11,weak,trotting,0.8722,13.15,8.63
95.31,A,-76,13.65,Far,12.53,11.06,D,5.66,weak,trotting,0.8914,12.53,11.06
95.31,B,-90,23.90,Far,12.53,11.06,D,5.66,weak,trotting,0.8914,12.53,11.06
95.31,C,-86,13.20,Far,12.53,11.06,D,5.66,weak,trotting,0.8914,12.53,11.06
95.31,E,-69,3.71,Far,12.53,11.06,D,5.66,weak,trotting,0.8914,12.53,11.06
96.31,A,-75,12.62,Far,11.91,13.47,L,4.92,weak,trotting,1.1196,11.91,13.47
96.31,B,-93,25.30,Far,11.91,13.47,L,4.92,weak,trotting,1.1196,11.91,13.47
96.31,C,-83,13.80,Far,11.91,13.47,L,4.92,weak,trotting,1.1196,11.91,13.47
96.31,E,-70,3.78,Far,11.91,13.47,L,4.92,weak,trotting,1.1196,11.91,13.47
97.31,A,-75,11.83,Far,11.29,15.90,L,2.46,weak,trotting,0.5128,11.29,15.90
97.31,B,0,-1.00,Unknown,11.29,15.90,L,2.46,weak,trotting,0.5128,11.29,15.90
97.31,C,-78,13.48,Far,11.29,15.90,L,2.46,weak,trotting,0.5128,11.29,15.90
97.31,E,-71,3.92,Far,11.29,15.90,L,2.46,weak,trotting,0.5128,11.29,15.90
98.31,A,-77,11.60,Far,10.67,18.32,L,0.74,weak,trotting,0.0230,10.67,18.32
98.31,B,0,-1.00,Unknown,10.67,18.32,L,0.74,weak,trotting,0.0230,10.67,18.32
98.31,C,-80,13.60,Far,10.67,18.32,L,0.74,weak,trotting,0.0230,10.67,18.32
98.31,E,-79,4.53,Far,10.67,18.32,L,0.74,weak,trotting,0.0230,10.67,18.32
99.31,A,-78,11.57,Far,10.05,20.75,L,2.75,weak,trotting,0.5059,10.05,20.75
99.31,B,-84,26.59,Far,10.05,20.75,L,2.75,weak,trotting,0.5059,10.05,20.75
99.31,C,-83,14.18,Far,10.05,20.75,L,2.75,weak,trotting,0.5059,10.05,20.75
99.31,E,-73,4.75,Far,10.05,20.75,L,2.75,weak,trotting,0.5059,10.05,20.75
100.31,A,-78,11.55,Far,10.66,23.17,L,5.21,weak,trotting,0.3663,10.66,23.17
100.31,B,-89,27.69,Far,10.66,23.17,L,5.21,weak,trotting,0.3663,10.66,23.17
100.31,C,-81,14.41,Far,10.66,23.17,L,5.21,weak,trotting,0.3663,10.66,23.17
100.31,E,-69,4.49,Far,10.66,23.17,L,5.21,weak,trotting,0.3663,10.66,23.17
101.31,A,-78,11.53,Far,11.28,25.58,X,4.60,weak,trotting,0.2227,11.28,25.58
101.31,B,-93,29.39,Far,11.28,25.58,X,4.60,weak,trotting,0.2227,11.28,25.58
101.31,C,-82,14.80,Far,11.28,25.58,X,4.60,weak,trotting,0.2227,11.28,25.58
101.31,E,-58,2.57,Far,11.28,25.58,X,4.60,weak,trotting,0.2227,11.28,25.58
102.31,A,-81,11.94,Far,11.89,28.02,X,2.74,weak,trotting,0.2198,11.89,28.02
102.31,B,-85,29.25,Far,11.89,28.02,X,2.74,weak,trotting,0.2198,11.89,28.02
102.31,C,-79,14.57,Far,11.89,28.02,X,2.74,weak,trotting,0.2198,11.89,28.02
102.31,E,-57,1.75,Near,11.89,28.02,X,2.74,weak,trotting,0.2198,11.89,28.02
103.31,A,-81,12.34,Far,11.69,28.58,X,2.20,weak,walking,0.0891,11.69,28.58
103.31,B,-80,26.95,Far,11.69,28.58,X,2.20,weak,walking,0.0891,11.69,28.58
103.31,C,-77,13.89,Far,11.69,28.58,X,2.20,weak,walking,0.0891,11.69,28.58
103.31,E,-60,1.56,Near,11.69,28.58,X,2.20,weak,walking,0.0891,11.69,28.58
104.31,A,-81,12.71,Far,11.48,29.15,X,1.71,weak,walking,0.0118,11.48,29.15
104.31,B,-81,25.62,Far,11.48,29.15,X,1.71,weak,walking,0.0118,11.48,29.15
104.31,C,-78,13.57,Far,11.48,29.15,X,1.71,weak,walking,0.0118,11.48,29.15
104.31,E,-74,1.94,Near,11.48,29.15,X,1.71,weak,walking,0.0118,11.48,29.15
105.31,A,-82,13.20,Far,11.48,29.16,X,1.70,weak,stationary,0.0050,11.48,29.16
105.31,B,-89,26.62,Far,11.48,29.16,X,1.70,weak,stationary,0.0050,11.48,29.16
105.31,C,-87,14.54,Far,11.48,29.16,X,1.70,weak,stationary,0.0050,11.48,29.16
105.31,E,-79,2.48,Far,11.48,29.16,X,1.70,weak,stationary,0.0050,11.48,29.16
106.31,A,-81,13.52,Far,11.47,29.17,X,1.69,weak,stationary,0.0009,11.47,29.17
106.31,B,-89,27.59,Far,11.47,29.17,X,1.69,weak,stationary,0.0009,11.47,29.17
106.31,C,0,-1.00,Unknown,11.47,29.17,X,1.69,weak,stationary,0.0009,11.47,29.17
106.31,E,-82,3.16,Far,11.47,29.17,X,1.69,weak,stationary,0.0009,11.47,29.17
107.32,A,-82,13.96,Far,11.48,29.19,X,1.69,weak,stationary,0.0031,11.48,29.19
107.32,B,-84,27.31,Far,11.48,29.19,X,1.69,weak,stationary,0.0031,11.48,29.19
107.32,C,-91,17.35,Far,11.48,29.19,X,1.69,weak,stationary,0.0031,11.48,29.19
107.32,E,-84,3.96,Far,11.48,29.19,X,1.69,weak,stationary,0.0031,11.48,29.19
108.31,A,-82,14.38,Far,11.48,29.20,X,1.68,weak,stationary,0.0031,11.48,29.20
108.31,B,-87,27.85,Far,11.48,29.20,X,1.68,weak,stationary,0.0031,11.48,29.20
108.31,C,-84,17.88,Far,11.48,29.20,X,1.68,weak,stationary,0.0031,11.48,29.20
108.31,E,-86,4.88,Far,11.48,29.20,X,1.68,weak,stationary,0.0031,11.48,29.20
109.31,A,-81,14.60,Far,11.49,29.22,X,1.68,weak,stationary,0.0013,11.49,29.22
109.31,B,0,-1.00,Unknown,11.49,29.22,X,1.68,weak,stationary,0.0013,11.49,29.22
109.31,C,-90,19.17,Far,11.49,29.22,X,1.68,weak,stationary,0.0013,11.49,29.22
109.31,E,-86,5.89,Far,11.49,29.22,X,1.68,weak,stationary,0.0013,11.49,29.22
110.31,A,-80,14.61,Far,11.49,29.23,X,1.68,weak,stationary,0.0031,11.49,29.23
110.31,B,-92,30.63,Far,11.49,29.23,X,1.68,weak,stationary,0.0031,11.49,29.23
110.31,C,-83,19.38,Far,11.49,29.23,X,1.68,weak,stationary,0.0031,11.49,29.23
110.31,E,-84,6.87,Far,11.49,29.23,X,1.68,weak,stationary,0.0031,11.49,29.23
111.32,A,-81,14.80,Far,11.49,29.25,X,1.67,weak,stationary,0.0010,11.49,29.25
111.32,B,-87,30.99,Far,11.49,29.25,X,1.67,weak,stationary,0.0010,11.49,29.25
111.32,C,-83,19.57,Far,11.49,29.25,X,1.67,weak,stationary,0.0010,11.49,29.25
111.32,E,-83,7.80,Far,11.49,29.25,X,1.67,weak,stationary,0.0010,11.49,29.25
112.32,A,-81,14.98,Far,11.50,29.26,X,1.67,weak,stationary,0.0042,11.50,29.26
112.32,B,-92,32.36,Far,11.50,29.26,X,1.67,weak,stationary,0.0042,11.50,29.26
112.32,C,-85,20.15,Far,11.50,29.26,X,1.67,weak,stationary,0.0042,11.50,29.26
112.32,E,-83,8.72,Far,11.50,29.26,X,1.67,weak,stationary,0.0042,11.50,29.26
113.31,A,-82,15.32,Far,11.50,29.27,X,1.67,weak,stationary,0.0020,11.50,29.27
113.31,B,-89,33.13,Far,11.50,29.27,X,1.67,weak,stationary,0.0020,11.50,29.27
113.31,C,-87,21.03,Far,11.50,29.27,X,1.67,weak,stationary,0.0020,11.50,29.27
113.31,E,-82,9.53,Far,11.50,29.27,X,1.67,weak,stationary,0.0020,11.50,29.27
114.31,A,-79,15.03,Far,11.51,29.29,X,1.67,weak,stationary,0.0385,11.51,29.29
114.31,B,-82,31.35,Far,11.51,29.29,X,1.67,weak,stationary,0.0385,11.51,29.29
114.31,C,-88,22.03,Far,11.51,29.29,X,1.67,weak,stationary,0.0385,11.51,29.29
114.31,E,-75,9.21,Far,11.51,29.29,X,1.67,weak,stationary,0.0385,11.51,29.29
115.31,A,-78,14.54,Far,11.51,29.30,X,1.66,weak,stationary,0.0246,11.51,29.30
115.31,B,-81,29.41,Far,11.51,29.30,X,1.66,weak,stationary,0.0246,11.51,29.30
115.31,C,-82,21.71,Far,11.51,29.30,X,1.66,weak,stationary,0.0246,11.51,29.30
115.31,E,-71,8.07,Far,11.51,29.30,X,1.66,weak,stationary,0.0246,11.51,29.30
116.31,A,-79,14.35,Far,11.51,29.32,X,1.66,weak,stationary,0.1376,11.51,29.32
116.31,B,-78,26.28,Far,11.51,29.32,X,1.66,weak,stationary,0.1376,11.51,29.32
116.31,C,-77,19.61,Far,11.51,29.32,X,1.66,weak,stationary,0.1376,11.51,29.32
116.31,E,-72,7.50,Far,11.51,29.32,X,1.66,weak,stationary,0.1376,11.51,29.32
117.31,A,-85,15.11,Far,10.63,31.67,X,1.78,weak,trotting,0.6359,10.63,31.67
117.31,B,-79,24.37,Far,10.63,31.67,X,1.78,weak,trotting,0.6359,10.63,31.67
117.31,C,-78,18.40,Far,10.63,31.67,X,1.78,weak,trotting,0.6359,10.63,31.67
117.31,E,-75,7.54,Far,10.63,31.67,X,1.78,weak,trotting,0.6359,10.63,31.67
118.32,A,-81,15.26,Far,11.42,34.05,X,4.29,weak,trotting,0.2158,11.42,34.05
118.32,B,-81,23.54,Far,11.42,34.05,X,4.29,weak,trotting,0.2158,11.42,34.05
118.32,C,-87,19.26,Far,11.42,34.05,X,4.29,weak,trotting,0.2158,11.42,34.05
118.32,E,-75,7.57,Far,11.42,34.05,X,4.29,weak,trotting,0.2158,11.42,34.05
119.32,A,-80,15.20,Far,12.20,36.42,I,6.00,weak,trotting,0.1788,12.20,36.42
119.32,B,-79,22.13,Far,12.20,36.42,I,6.00,weak,trotting,0.1788,12.20,36.42
119.32,C,-83,19.44,Far,12.20,36.42,I,6.00,weak,trotting,0.1788,12.20,36.42
119.32,E,-72,7.13,Far,12.20,36.42,I,6.00,weak,trotting,0.1788,12.20,36.42
120.31,A,-77,14.43,Far,12.99,38.79,I,4.38,weak,trotting,0.6214,12.99,38.79
120.31,B,-79,20.96,Far,12.99,38.79,I,4.38,weak,trotting,0.6214,12.99,38.79
120.31,C,-82,19.40,Far,12.99,38.79,I,4.38,weak,trotting,0.6214,12.99,38.79
120.31,E,-73,6.94,Far,12.99,38.79,I,4.38,weak,trotting,0.6214,12.99,38.79
121.32,A,-76,13.53,Far,13.77,41.17,I,3.86,weak,trotting,0.1216,13.77,41.17
121.32,B,-76,18.87,Far,13.77,41.17,I,3.86,weak,trotting,0.1216,13.77,41.17
121.32,C,-84,19.77,Far,13.77,41.17,I,3.86,weak,trotting,0.1216,13.77,41.17
121.32,E,-80,7.51,Far,13.77,41.17,I,3.86,weak,trotting,0.1216,13.77,41.17
122.31,A,-77,13.05,Far,14.55,43.53,I,4.80,weak,trotting,0.3824,14.55,43.53
122.31,B,-79,18.19,Far,14.55,43.53,I,4.80,weak,trotting,0.3824,14.55,43.53
122.31,C,-85,20.31,Far,14.55,43.53,I,4.80,weak,trotting,0.3824,14.55,43.53
122.31,E,-82,8.22,Far,14.55,43.53,I,4.80,weak,trotting,0.3824,14.55,43.53
123.31,A,-84,13.73,Far,15.34,45.91,R,6.08,weak,trotting,0.5498,15.34,45.91
123.31,B,-80,17.83,Far,15.34,45.91,R,6.08,weak,trotting,0.5498,15.34,45.91
123.31,C,-85,20.82,Far,15.34,45.91,R,6.08,weak,trotting,0.5498,15.34,45.91
123.31,E,-78,8.55,Far,15.34,45.91,R,6.08,weak,trotting,0.5498,15.34,45.91
124.31,A,-81,13.99,Far,16.12,48.27,M,6.92,weak,trotting,0.1779,16.12,48.27
124.31,B,-78,17.00,Far,16.12,48.27,M,6.92,weak,trotting,0.1779,16.12,48.27
124.31,C,-86,21.48,Far,16.12,48.27,M,6.92,weak,trotting,0.1779,16.12,48.27
124.31,E,-79,8.97,Far,16.12,48.27,M,6.92,weak,trotting,0.1779,16.12,48.27
125.31,A,-79,13.87,Far,16.91,50.64,M,4.56,weak,trotting,0.3883,16.91,50.64
125.31,B,-81,16.97,Far,16.91,50.64,M,4.56,weak,trotting,0.3883,16.91,50.64
125.31,C,-88,22.42,Far,16.91,50.64,M,4.56,weak,trotting,0.3883,16.91,50.64
125.31,E,-80,9.48,Far,16.91,50.64,M,4.56,weak,trotting,0.3883,16.91,50.64
126.31,A,-75,12.80,Far,16.38,50.93,M,4.74,weak,walking,0.3457,16.38,50.93
126.31,B,-85,17.58,Far,16.38,50.93,M,4.74,weak,walking,0.3457,16.38,50.93
126.31,C,-91,23.74,Far,16.38,50.93,M,4.74,weak,walking,0.3457,16.38,50.93
126.31,E,-82,10.16,Far,16.38,50.93,M,4.74,weak,walking,0.3457,16.38,50.93
127.31,A,-79,12.81,Far,14.19,52.15,G,4.58,weak,trotting,0.0836,14.19,52.15
127.31,B,-90,18.71,Far,14.19,52.15,G,4.58,weak,trotting,0.0836,14.19,52.15
127.31,C,-84,23.80,Far,14.19,52.15,G,4.58,weak,trotting,0.0836,14.19,52.15
127.31,E,-81,10.71,Far,14.19,52.15,G,4.58,weak,trotting,0.0836,14.19,52.15
128.31,A,-78,12.64,Far,15.68,54.16,M,4.32,weak,trotting,0.6461,15.68,54.16
128.31,B,-89,19.77,Far,15.68,54.16,M,4.32,weak,trotting,0.6461,15.68,54.16
128.31,C,-85,24.11,Far,15.68,54.16,M,4.32,weak,trotting,0.6461,15.68,54.16
128.31,E,-81,11.23,Far,15.68,54.16,M,4.32,weak,trotting,0.6461,15.68,54.16
129.31,A,-77,12.29,Far,17.17,56.17,M,3.57,weak,trotting,0.6859,17.17,56.17
129.31,B,0,-1.00,Unknown,17.17,56.17,M,3.57,weak,trotting,0.6859,17.17,56.17
129.31,C,-82,23.56,Far,17.17,56.17,M,3.57,weak,trotting,0.6859,17.17,56.17
129.31,E,-87,12.30,Far,17.17,56.17,M,3.57,weak,trotting,0.6859,17.17,56.17
130.31,A,-72,10.73,Far,14.72,56.72,G,5.44,weak,trotting,0.2920,14.72,56.72
130.31,B,-89,22.41,Far,14.72,56.72,G,5.44,weak,trotting,0.2920,14.72,56.72
130.31,C,-85,23.87,Far,14.72,56.72,G,5.44,weak,trotting,0.2920,14.72,56.72
130.31,E,-83,12.98,Far,14.72,56.72,G,5.44,weak,trotting,0.2920,14.72,56.72
131.31,A,-75,10.29,Far,12.28,57.26,C,3.57,weak,trotting,0.4736,12.28,57.26
131.31,B,-88,23.34,Far,12.28,57.26,C,3.57,weak,trotting,0.4736,12.28,57.26
131.31,C,-83,23.65,Far,12.28,57.26,C,3.57,weak,trotting,0.4736,12.28,57.26
131.31,E,-79,12.98,Far,12.28,57.26,C,3.57,weak,trotting,0.4736,12.28,57.26
132.31,A,-74,9.72,Far,9.84,57.80,C,2.20,weak,trotting,0.6584,9.84,57.80
132.31,B,-89,24.41,Far,9.84,57.80,C,2.20,weak,trotting,0.6584,9.84,57.80
132.31,C,-83,23.46,Far,9.84,57.80,C,2.20,weak,trotting,0.6584,9.84,57.80
132.31,E,-80,13.16,Far,9.84,57.80,C,2.20,weak,trotting,0.6584,9.84,57.80
133.31,A,-74,9.26,Far,12.28,58.33,C,2.83,weak,trotting,0.0037,12.28,58.33
133.31,B,-89,25.46,Far,12.28,58.33,C,2.83,weak,trotting,0.0037,12.28,58.33
133.31,C,-84,23.54,Far,12.28,58.33,C,2.83,weak,trotting,0.0037,12.28,58.33
133.31,E,-79,13.13,Far,12.28,58.33,C,2.83,weak,trotting,0.0037,12.28,58.33
134.32,A,-76,9.21,Far,12.61,55.85,G,3.20,weak,trotting,0.5095,12.61,55.85
134.32,B,0,-1.00,Unknown,12.61,55.85,G,3.20,weak,trotting,0.5095,12.61,55.85
134.32,C,-85,23.85,Far,12.61,55.85,G,3.20,weak,trotting,0.5095,12.61,55.85
134.32,E,-78,12.90,Far,12.61,55.85,G,3.20,weak,trotting,0.5095,12.61,55.85
135.31,A,-72,8.44,Far,14.78,57.07,C,5.61,weak,trotting,0.5859,14.78,57.07
135.31,B,-86,27.25,Far,14.78,57.07,C,5.61,weak,trotting,0.5859,14.78,57.07
135.31,C,-84,23.90,Far,14.78,57.07,C,5.61,weak,trotting,0.5859,14.78,57.07
135.31,E,-79,12.90,Far,14.78,57.07,C,5.61,weak,trotting,0.5859,14.78,57.07
136.31,A,-66,6.47,Far,15.01,54.58,M,5.03,weak,trotting,0.0719,15.01,54.58
136.31,B,-87,27.81,Far,15.01,54.58,M,5.03,weak,trotting,0.0719,15.01,54.58
136.31,C,-85,24.19,Far,15.01,54.58,M,5.03,weak,trotting,0.0719,15.01,54.58
136.31,E,0,-1.00,Unknown,15.01,54.58,M,5.03,weak,trotting,0.0719,15.01,54.58
137.31,A,-65,5.12,Far,16.70,56.42,M,4.09,weak,trotting,0.5291,16.70,56.42
137.31,B,-86,28.08,Far,16.70,56.42,M,4.09,weak,trotting,0.5291,16.70,56.42
137.31,C,-85,24.45,Far,16.70,56.42,M,4.09,weak,trotting,0.5291,16.70,56.42
137.31,E,0,-1.00,Unknown,16.70,56.42,M,4.09,weak,trotting,0.5291,16.70,56.42
138.31,A,-58,3.04,Near,18.35,58.21,M,4.52,weak,trotting,0.6850,18.35,58.21
138.31,B,-87,28.59,Far,18.35,58.21,M,4.52,weak,trotting,0.6850,18.35,58.21
138.31,C,-83,24.18,Far,18.35,58.21,M,4.52,weak,trotting,0.6850,18.35,58.21
138.31,E,0,-1.00,Unknown,18.35,58.21,M,4.52,weak,trotting,0.6850,18.35,58.21
139.31,A,-60,2.38,Near,17.74,55.79,M,2.88,weak,trotting,0.2114,17.74,55.79
139.31,B,0,-1.00,Unknown,17.74,55.79,M,2.88,weak,trotting,0.2114,17.74,55.79
139.31,C,-83,23.94,Far,17.74,55.79,M,2.88,weak,trotting,0.2114,17.74,55.79
139.31,E,0,-1.00,Unknown,17.74,55.79,M,2.88,weak,trotting,0.2114,17.74,55.79
140.31,A,-75,2.75,Far,18.87,57.89,M,4.05,weak,trotting,0.3845,18.87,57.89
140.31,B,-93,31.65,Far,18.87,57.89,M,4.05,weak,trotting,0.3845,18.87,57.89
140.31,C,-84,23.98,Far,18.87,57.89,M,4.05,weak,trotting,0.3845,18.87,57.89
140.31,E,0,-1.00,Unknown,18.87,57.89,M,4.05,weak,trotting,0.3845,18.87,57.89
141.31,A,-74,3.13,Far,18.21,55.48,M,2.32,weak,trotting,0.6924,18.21,55.48
141.31,B,0,-1.00,Unknown,18.21,55.48,M,2.32,weak,trotting,0.6924,18.21,55.48
141.31,C,-85,24.26,Far,18.21,55.48,M,2.32,weak,trotting,0.6924,18.21,55.48
141.31,E,0,-1.00,Unknown,18.21,55.48,M,2.32,weak,trotting,0.6924,18.21,55.48
142.31,A,-78,3.68,Far,19.11,57.74,M,3.85,weak,trotting,0.4044,19.11,57.74
142.31,B,-92,34.68,Far,19.11,57.74,M,3.85,weak,trotting,0.4044,19.11,57.74
142.31,C,-83,24.01,Far,19.11,57.74,M,3.85,weak,trotting,0.4044,19.11,57.74
142.31,E,0,-1.00,Unknown,19.11,57.74,M,3.85,weak,trotting,0.4044,19.11,57.74
143.31,A,-79,4.30,Far,16.63,58.03,M,5.26,weak,trotting,0.3593,16.63,58.03
143.31,B,-90,35.61,Far,16.63,58.03,M,5.26,weak,trotting,0.3593,16.63,58.03
143.31,C,-81,23.17,Far,16.63,58.03,M,5.26,weak,trotting,0.3593,16.63,58.03
143.31,E,0,-1.00,Unknown,16.63,58.03,M,5.26,weak,trotting,0.3593,16.63,58.03
144.31,A,-78,4.90,Far,14.15,58.33,C,4.47,weak,trotting,0.7002,14.15,58.33
144.31,B,-87,35.63,Far,14.15,58.33,C,4.47,weak,trotting,0.7002,14.15,58.33
144.31,C,-82,22.76,Far,14.15,58.33,C,4.47,weak,trotting,0.7002,14.15,58.33
144.31,E,0,-1.00,Unknown,14.15,58.33,C,4.47,weak,trotting,0.7002,14.15,58.33
145.31,A,-72,4.97,Far,11.66,58.62,C,2.16,weak,trotting,0.5185,11.66,58.62
145.31,B,-89,36.26,Far,11.66,58.62,C,2.16,weak,trotting,0.5185,11.66,58.62
145.31,C,-84,22.89,Far,11.66,58.62,C,2.16,weak,trotting,0.5185,11.66,58.62
146.31,A,-69,4.64,Far,9.18,58.91,C,1.36,weak,trotting,0.3472,9.18,58.91
146.31,B,-91,37.33,Far,9.18,58.91,C,1.36,weak,trotting,0.3472,9.18,58.91
146.31,C,-83,22.77,Far,9.18,58.91,C,1.36,weak,trotting,0.3472,9.18,58.91
147.31,A,-68,4.28,Far,6.70,59.21,C,3.39,weak,trotting,0.3584,6.70,59.21
147.31,B,-83,35.46,Far,6.70,59.21,C,3.39,weak,trotting,0.3584,6.70,59.21
147.31,C,-83,22.67,Far,6.70,59.21,C,3.39,weak,trotting,0.3584,6.70,59.21
148.31,A,-72,4.43,Far,9.20,59.36,C,1.03,weak,trotting,0.5885,9.20,59.36
148.31,B,-85,34.78,Far,9.20,59.36,C,1.03,weak,trotting,0.5885,9.20,59.36
148.31,C,-83,22.57,Far,9.20,59.36,C,1.03,weak,trotting,0.5885,9.20,59.36
149.31,A,-76,4.87,Far,6.70,59.53,C,3.33,weak,trotting,0.3028,6.70,59.53
149.31,B,-89,35.41,Far,6.70,59.53,C,3.33,weak,trotting,0.3028,6.70,59.53
149.31,C,-85,22.93,Far,6.70,59.53,C,3.33,weak,trotting,0.3028,6.70,59.53
150.31,A,-78,5.42,Far,9.20,59.62,C,0.89,weak,trotting,0.2168,9.20,59.62
150.31,B,-90,36.25,Far,9.20,59.62,C,0.89,weak,trotting,0.2168,9.20,59.62
150.31,C,-83,22.81,Far,9.20,59.62,C,0.89,weak,trotting,0.2168,9.20,59.62
151.30,A,-81,6.14,Far,11.69,59.71,C,1.71,weak,trotting,0.6710,11.69,59.71
151.30,B,-90,37.06,Far,11.69,59.71,C,1.71,weak,trotting,0.6710,11.69,59.71
151.30,C,-83,22.70,Far,11.69,59.71,C,1.71,weak,trotting,0.6710,11.69,59.71
152.31,A,-77,6.57,Far,14.20,59.80,C,4.21,weak,trotting,0.5842,14.20,59.80
152.31,B,-87,36.98,Far,14.20,59.80,C,4.21,weak,trotting,0.5842,14.20,59.80
152.31,C,-83,22.59,Far,14.20,59.80,C,4.21,weak,trotting,0.5842,14.20,59.80
153.31,A,-79,7.14,Far,14.44,57.30,C,5.20,weak,trotting,0.1739,14.44,57.30
153.31,B,-87,36.91,Far,14.44,57.30,C,5.20,weak,trotting,0.1739,14.44,57.30
153.31,C,-80,21.62,Far,14.44,57.30,C,5.20,weak,trotting,0.1739,14.44,57.30
154.31,A,-79,7.68,Far,14.68,54.83,G,4.76,weak,trotting,0.6719,14.68,54.83
154.31,B,-85,36.10,Far,14.68,54.83,G,4.76,weak,trotting,0.6719,14.68,54.83
154.31,C,-79,20.46,Far,14.68,54.83,G,4.76,weak,trotting,0.6719,14.68,54.83
155.31,A,-79,8.19,Far,14.03,52.41,G,4.34,weak,trotting,0.6059,14.03,52.41
155.31,B,-87,36.09,Far,14.03,52.41,G,4.34,weak,trotting,0.6059,14.03,52.41
155.31,C,-78,19.16,Far,14.03,52.41,G,4.34,weak,trotting,0.6059,14.03,52.41
156.31,A,-82,8.95,Far,14.32,49.92,G,5.94,weak,trotting,0.0491,14.32,49.92
156.31,B,-85,35.37,Far,14.32,49.92,G,5.94,weak,trotting,0.0491,14.32,49.92
156.31,C,-77,17.76,Far,14.32,49.92,G,5.94,weak,trotting,0.0491,14.32,49.92
157.31,A,-77,9.08,Far,13.63,47.52,I,6.60,weak,trotting,0.7742,13.63,47.52
157.31,B,-88,35.69,Far,13.63,47.52,I,6.60,weak,trotting,0.7742,13.63,47.52
157.31,C,-78,16.93,Far,13.63,47.52,I,6.60,weak,trotting,0.7742,13.63,47.52
